month,value
2013-01-01,99.3
2013-02-01,99.4
2013-03-01,99.4
2013-04-01,99.5
2013-05-01,99.5
2013-06-01,99.6
2013-07-01,99.7
2013-08-01,99.8
2013-09-01,99.7
2013-10-01,99.7
2013-11-01,99.8
2013-12-01,99.9
2014-01-01,99.8
2014-02-01,99.8
2014-03-01,99.7
2014-04-01,99.6
2014-05-01,99.5
2014-06-01,99.5
2014-07-01,99.4
2014-08-01,99.5
2014-09-01,99.6
2014-10-01,99.7
2014-11-01,99.7
2014-12-01,99.8
2015-01-01,100.1
2015-02-01,100.2
2015-03-01,100.4
2015-04-01,100.5
2015-05-01,100.6
2015-06-01,100.5
2015-07-01,100.3
2015-08-01,100.2
2015-09-01,100.4
2015-10-01,100.4
2015-11-01,100.2
2015-12-01,99.8
2016-01-01,99.5
2016-02-01,99.1
2016-03-01,99.2
2016-04-01,99.3
2016-05-01,99.3
2016-06-01,99.3
2016-07-01,99.4
2016-08-01,99.5
2016-09-01,99.7
2016-10-01,99.9
2016-11-01,100.0
2016-12-01,100.2
2017-01-01,100.5
2017-02-01,100.7
2017-03-01,100.9
2017-04-01,101.1
2017-05-01,101.3
2017-06-01,101.5
2017-07-01,101.6
2017-08-01,101.8
2017-09-01,101.7
2017-10-01,101.7
2017-11-01,101.6
2017-12-01,101.4
2018-01-01,101.4
2018-02-01,101.4
2018-03-01,101.4
2018-04-01,101.1
2018-05-01,101.1
2018-06-01,101.0
2018-07-01,100.9
2018-08-01,100.5
2018-09-01,100.3
2018-10-01,100.0
2018-11-01,99.7
2018-12-01,99.4
2019-01-01,99.3
2019-02-01,99.1
2019-03-01,99.2
2019-04-01,99.2
2019-05-01,99.0
2019-06-01,98.7
2019-07-01,98.4
2019-08-01,98.3
2019-09-01,98.4
2019-10-01,98.7
2019-11-01,98.9
2019-12-01,99.2
2020-01-01,99.3
2020-02-01,99.3
2020-03-01,98.8
2020-04-01,98.4
2020-05-01,98.1
2020-06-01,98.3
2020-07-01,98.5
2020-08-01,99.0
2020-09-01,99.3
2020-10-01,99.6
2020-11-01,99.9
2020-12-01,100.2
2021-01-01,100.6
2021-02-01,100.9
2021-03-01,101.3
2021-04-01,101.7
2021-05-01,102.1
2021-06-01,102.4
2021-07-01,102.2
2021-08-01,102.0
2021-09-01,101.6
2021-10-01,101.2
2021-11-01,100.9
2021-12-01,100.7
2022-01-01,100.9
2022-02-01,100.7
2022-03-01,100.5
2022-04-01,100.3
2022-05-01,100.5
2022-06-01,100.6
2022-07-01,100.3
2022-08-01,100.1
2022-09-01,100.1
2022-10-01,100.0
2022-11-01,99.7
2022-12-01,99.1
2023-01-01,98.9
2023-02-01,98.5
2023-03-01,98.4
2023-04-01,98.1
2023-05-01,98.3
2023-06-01,98.6
2023-07-01,98.9
2023-08-01,98.8
2023-09-01,98.8
2023-10-01,99.0
2023-11-01,99.1
2023-12-01,99.3
2024-01-01,99.3
2024-02-01,99.4
2024-03-01,99.4
2024-04-01,99.6
2024-05-01,99.6
2024-06-01,99.7
2024-07-01,99.5
2024-08-01,99.4
2024-09-01,99.3
2024-10-01,99.2
2024-11-01,99.2
2024-12-01,98.9
2025-01-01,98.5
2025-02-01,98.5
2025-03-01,98.7
2025-04-01,98.8
2025-05-01,98.9
2025-06-01,99.0
2025-07-01,99.4
2025-08-01,99.8
2025-09-01,99.7
2025-10-01,99.6
2025-11-01,99.8
2025-12-01,100.2
2026-01-01,100.7
2026-02-01,101.2
2026-03-01,101.8
2026-04-01,102.3
2026-05-01,102.9
2026-06-01,103.8
2026-07-01,104.2
